datetime,open,high,low,close,adj close,volume
2011-06-30T21:00:00.000000000Z,86.382,87.246,86.264,87.050,87.050,38698
2011-07-01T21:00:00.000000000Z,87.050,87.050,87.050,87.050,87.050,12
2011-07-02T21:00:00.000000000Z,87.050,87.315,86.968,87.091,87.091,1020
2011-07-03T21:00:00.000000000Z,87.089,87.217,86.463,86.733,86.733,27015
2011-07-04T21:00:00.000000000Z,86.731,86.904,86.450,86.688,86.688,37352
2011-07-05T21:00:00.000000000Z,86.691,86.834,86.282,86.580,86.580,38138
2011-07-06T21:00:00.000000000Z,86.585,87.564,86.500,87.553,87.553,34662
2011-07-07T21:00:00.000000000Z,87.556,87.790,86.294,86.732,86.732,37774
2011-07-08T21:00:00.000000000Z,86.732,86.732,86.732,86.732,86.732,12
2011-07-09T21:00:00.000000000Z,86.732,86.739,86.252,86.282,86.282,1214
2011-07-10T21:00:00.000000000Z,86.284,86.629,85.294,85.529,85.529,37769
2011-07-11T21:00:00.000000000Z,85.531,85.670,83.378,83.976,83.976,62989
2011-07-12T21:00:00.000000000Z,83.974,85.256,83.153,84.968,84.968,54151
2011-07-13T21:00:00.000000000Z,84.962,85.304,84.334,84.858,84.858,60718
2011-07-14T21:00:00.000000000Z,84.860,85.082,83.960,84.213,84.213,45601
2011-07-15T21:00:00.000000000Z,84.213,84.213,84.213,84.213,84.213,2
2011-07-16T21:00:00.000000000Z,84.213,84.234,84.006,84.082,84.082,953
2011-07-17T21:00:00.000000000Z,84.079,84.314,83.540,83.840,83.840,38290
2011-07-18T21:00:00.000000000Z,83.842,85.027,83.773,84.985,84.985,41125
2011-07-19T21:00:00.000000000Z,84.994,85.242,84.452,84.688,84.688,34530
2011-07-20T21:00:00.000000000Z,84.682,85.292,84.248,84.886,84.886,47800
2011-07-21T21:00:00.000000000Z,84.888,85.360,84.797,85.227,85.227,33834
2011-07-22T21:00:00.000000000Z,85.227,85.227,85.227,85.227,85.227,12
2011-07-23T21:00:00.000000000Z,85.227,85.227,84.587,84.834,84.834,1566
2011-07-24T21:00:00.000000000Z,84.838,85.221,84.460,84.905,84.905,34192
2011-07-25T21:00:00.000000000Z,84.907,85.622,84.553,85.328,85.328,39141
2011-07-26T21:00:00.000000000Z,85.332,86.152,85.195,85.940,85.940,39194
2011-07-27T21:00:00.000000000Z,85.937,86.136,85.332,85.470,85.470,35534
2011-07-28T21:00:00.000000000Z,85.465,85.620,84.246,84.387,84.387,43742
2011-07-29T21:00:00.000000000Z,84.387,84.387,84.387,84.387,84.387,12
2011-07-30T21:00:00.000000000Z,84.387,85.271,84.387,85.123,85.123,2176
2011-07-31T21:00:00.000000000Z,85.125,86.184,83.782,84.708,84.708,62167
2011-08-01T21:00:00.000000000Z,84.701,85.604,83.111,83.167,83.167,55587
2011-08-02T21:00:00.000000000Z,83.165,83.443,82.084,82.877,82.877,58128
2011-08-03T21:00:00.000000000Z,82.875,85.160,82.516,82.551,82.551,97090
2011-08-04T21:00:00.000000000Z,82.549,83.160,81.418,81.882,81.882,95655
2011-08-05T21:00:00.000000000Z,81.882,81.882,81.882,81.882,81.882,13
2011-08-06T21:00:00.000000000Z,81.882,81.882,80.588,81.311,81.311,6328
2011-08-07T21:00:00.000000000Z,81.308,81.772,78.990,79.220,79.220,100687
2011-08-08T21:00:00.000000000Z,79.218,79.912,76.523,79.713,79.713,134193
2011-08-09T21:00:00.000000000Z,79.715,80.361,77.764,78.230,78.230,86156
2011-08-10T21:00:00.000000000Z,78.232,79.636,77.560,79.548,79.548,100146
2011-08-11T21:00:00.000000000Z,79.550,79.636,78.580,79.425,79.425,60951
2011-08-12T21:00:00.000000000Z,79.425,79.425,79.425,79.425,79.425,12
2011-08-13T21:00:00.000000000Z,79.425,79.771,79.402,79.669,79.669,915
2011-08-14T21:00:00.000000000Z,79.672,80.769,79.559,80.730,80.730,40194
2011-08-15T21:00:00.000000000Z,80.727,80.779,79.828,80.532,80.532,45703
2011-08-16T21:00:00.000000000Z,80.530,81.160,80.042,80.814,80.814,42006
2011-08-17T21:00:00.000000000Z,80.816,80.884,79.192,79.572,79.572,51598
2011-08-18T21:00:00.000000000Z,79.568,80.001,78.858,79.672,79.672,63138
