datetime,open,high,low,close,adj close,volume
2011-06-29T21:00:00.000000000Z,96.840,96.996,95.518,95.866,95.866,23711
2011-06-30T21:00:00.000000000Z,95.868,96.046,95.076,95.439,95.439,27725
2011-07-01T21:00:00.000000000Z,95.439,95.439,95.439,95.439,95.439,12
2011-07-02T21:00:00.000000000Z,95.439,95.502,95.169,95.264,95.264,1236
2011-07-03T21:00:00.000000000Z,95.272,95.453,94.851,95.283,95.283,15939
2011-07-04T21:00:00.000000000Z,95.286,96.644,95.194,96.446,96.446,25396
2011-07-05T21:00:00.000000000Z,96.450,96.654,95.898,96.392,96.392,26244
2011-07-06T21:00:00.000000000Z,96.386,96.595,95.798,96.233,96.233,20104
2011-07-07T21:00:00.000000000Z,96.230,96.454,95.583,96.389,96.389,23931
2011-07-08T21:00:00.000000000Z,96.389,96.389,96.389,96.389,96.389,12
2011-07-09T21:00:00.000000000Z,96.389,96.389,96.055,96.055,96.055,1224
2011-07-10T21:00:00.000000000Z,96.058,96.595,95.910,96.026,96.026,24198
2011-07-11T21:00:00.000000000Z,96.021,96.129,94.818,95.410,95.410,36334
2011-07-12T21:00:00.000000000Z,95.402,96.623,94.593,96.585,96.585,38137
2011-07-13T21:00:00.000000000Z,96.577,97.746,96.450,96.985,96.985,48771
2011-07-14T21:00:00.000000000Z,96.981,97.319,96.630,97.114,97.114,28843
2011-07-15T21:00:00.000000000Z,97.114,97.114,97.114,97.114,97.114,2
2011-07-16T21:00:00.000000000Z,97.114,98.228,97.106,97.746,97.746,4120
2011-07-17T21:00:00.000000000Z,97.749,97.816,96.482,96.670,96.670,22738
2011-07-18T21:00:00.000000000Z,96.680,96.933,95.755,96.088,96.088,23317
2011-07-19T21:00:00.000000000Z,96.094,96.360,95.764,96.106,96.106,20626
2011-07-20T21:00:00.000000000Z,96.110,96.334,95.662,96.064,96.064,35326
2011-07-21T21:00:00.000000000Z,96.081,96.282,95.384,95.883,95.883,23667
2011-07-22T21:00:00.000000000Z,95.883,95.883,95.883,95.883,95.883,12
2011-07-23T21:00:00.000000000Z,95.883,96.537,95.388,96.465,96.465,2861
2011-07-24T21:00:00.000000000Z,96.462,97.459,96.146,97.129,97.129,24778
2011-07-25T21:00:00.000000000Z,97.132,97.948,97.015,97.200,97.200,31807
2011-07-26T21:00:00.000000000Z,97.206,97.402,96.849,97.276,97.276,24782
2011-07-27T21:00:00.000000000Z,97.279,97.332,96.746,96.952,96.952,23700
2011-07-28T21:00:00.000000000Z,96.949,98.166,96.696,97.688,97.688,32651
2011-07-29T21:00:00.000000000Z,97.688,97.688,97.688,97.688,97.688,12
2011-07-30T21:00:00.000000000Z,97.688,97.963,97.255,97.397,97.397,2539
2011-07-31T21:00:00.000000000Z,97.388,99.167,97.100,98.540,98.540,60799
2011-08-01T21:00:00.000000000Z,98.533,101.227,98.504,101.213,101.213,46317
2011-08-02T21:00:00.000000000Z,101.206,101.602,99.155,100.034,100.034,55198
2011-08-03T21:00:00.000000000Z,100.031,103.406,99.953,103.290,103.290,84460
2011-08-04T21:00:00.000000000Z,103.293,104.080,101.411,102.180,102.180,87034
2011-08-05T21:00:00.000000000Z,102.180,102.180,102.180,102.180,102.180,12
2011-08-06T21:00:00.000000000Z,102.180,104.026,102.180,102.748,102.748,8932
2011-08-07T21:00:00.000000000Z,102.740,103.668,101.624,102.990,102.990,84497
2011-08-08T21:00:00.000000000Z,102.980,108.730,101.950,106.761,106.761,112274
2011-08-09T21:00:00.000000000Z,106.757,107.176,104.581,105.784,105.784,102120
2011-08-10T21:00:00.000000000Z,105.780,106.190,99.894,100.920,100.920,104338
2011-08-11T21:00:00.000000000Z,100.926,101.622,98.518,98.641,98.641,68411
2011-08-12T21:00:00.000000000Z,98.641,98.641,98.641,98.641,98.641,12
2011-08-13T21:00:00.000000000Z,98.641,98.649,98.022,98.086,98.086,1626
2011-08-14T21:00:00.000000000Z,98.090,98.522,96.144,97.968,97.968,57113
2011-08-15T21:00:00.000000000Z,97.963,98.858,96.467,96.467,96.467,42793
2011-08-16T21:00:00.000000000Z,96.450,97.909,95.647,96.952,96.952,56204
2011-08-17T21:00:00.000000000Z,96.942,97.306,95.960,96.429,96.429,53507
2011-08-18T21:00:00.000000000Z,96.432,97.664,96.112,97.533,97.533,52015
2011-08-19T21:00:00.000000000Z,97.533,97.533,97.533,97.533,97.533,12
2011-08-20T21:00:00.000000000Z,97.533,97.556,96.873,97.080,97.080,1550
2011-08-21T21:00:00.000000000Z,97.076,98.077,97.062,97.170,97.170,38098
2011-08-22T21:00:00.000000000Z,97.164,97.540,96.633,96.750,96.750,29244
2011-08-23T21:00:00.000000000Z,96.753,97.184,96.424,96.715,96.715,36350
2011-08-24T21:00:00.000000000Z,96.712,97.835,96.588,97.681,97.681,32066
2011-08-25T21:00:00.000000000Z,97.678,97.758,94.474,95.118,95.118,44570
2011-08-26T21:00:00.000000000Z,95.118,95.118,95.118,95.118,95.118,12
2011-08-27T21:00:00.000000000Z,95.118,95.320,95.007,95.081,95.081,677
2011-08-28T21:00:00.000000000Z,95.078,95.084,93.432,94.184,94.184,33397
2011-08-29T21:00:00.000000000Z,94.188,94.437,93.252,93.576,93.576,31011
2011-08-30T21:00:00.000000000Z,93.581,95.744,93.404,95.128,95.128,34949
2011-08-31T21:00:00.000000000Z,95.159,96.891,94.973,96.700,96.700,41145
2011-09-01T21:00:00.000000000Z,96.695,99.373,96.556,97.411,97.411,48684
2011-09-02T21:00:00.000000000Z,97.411,97.411,97.411,97.411,97.411,10
2011-09-03T21:00:00.000000000Z,97.411,97.698,97.317,97.698,97.698,1366
2011-09-04T21:00:00.000000000Z,97.703,98.362,97.081,97.683,97.683,39887
2011-09-05T21:00:00.000000000Z,97.689,98.072,89.887,90.081,90.081,65755
2011-09-06T21:00:00.000000000Z,90.077,90.399,89.797,90.098,90.098,35625
2011-09-07T21:00:00.000000000Z,90.102,90.140,88.468,88.522,88.522,28258
2011-09-08T21:00:00.000000000Z,88.526,88.998,87.271,87.795,87.795,41842
2011-09-09T21:00:00.000000000Z,87.795,87.795,87.795,87.795,87.795,12
2011-09-10T21:00:00.000000000Z,87.795,87.795,87.019,87.240,87.240,3437
2011-09-11T21:00:00.000000000Z,87.234,87.806,86.143,87.722,87.722,42853
2011-09-12T21:00:00.000000000Z,87.726,87.771,86.728,87.412,87.412,37713
2011-09-13T21:00:00.000000000Z,87.418,87.786,86.877,87.480,87.480,29253
2011-09-14T21:00:00.000000000Z,87.483,88.792,87.161,88.223,88.223,32401
2011-09-15T21:00:00.000000000Z,88.226,88.285,87.536,87.725,87.725,26658
2011-09-16T21:00:00.000000000Z,87.725,87.725,87.725,87.725,87.725,2
2011-09-17T21:00:00.000000000Z,87.725,87.725,87.279,87.350,87.350,1980
2011-09-18T21:00:00.000000000Z,87.361,87.499,86.232,86.826,86.826,24551
2011-09-19T21:00:00.000000000Z,86.835,87.048,85.813,86.127,86.127,24651
2011-09-20T21:00:00.000000000Z,86.120,87.453,84.929,84.953,84.953,21733
2011-09-21T21:00:00.000000000Z,84.960,85.481,83.084,83.916,83.916,35091
2011-09-22T21:00:00.000000000Z,83.909,84.959,83.886,84.474,84.474,24550
2011-09-23T21:00:00.000000000Z,84.474,84.474,84.474,84.474,84.474,4
2011-09-24T21:00:00.000000000Z,84.474,84.693,84.398,84.589,84.589,1611
2011-09-25T21:00:00.000000000Z,84.595,84.825,83.440,84.704,84.704,22201
2011-09-26T21:00:00.000000000Z,84.698,86.034,84.400,85.732,85.732,26926
2011-09-27T21:00:00.000000000Z,85.742,85.799,84.888,85.108,85.108,22706
2011-09-28T21:00:00.000000000Z,85.114,86.062,84.730,85.652,85.652,22816
2011-09-29T21:00:00.000000000Z,85.658,85.673,84.785,84.842,84.842,17309
2011-09-30T21:00:00.000000000Z,84.842,84.842,84.842,84.842,84.842,12
2011-10-01T21:00:00.000000000Z,84.842,84.932,84.523,84.653,84.653,1351
2011-10-02T21:00:00.000000000Z,84.660,85.036,83.144,83.148,83.148,30544
2011-10-03T21:00:00.000000000Z,83.144,84.033,82.857,83.805,83.805,22589
2011-10-04T21:00:00.000000000Z,83.800,83.957,82.958,83.190,83.190,22337
2011-10-05T21:00:00.000000000Z,83.186,83.474,82.418,83.344,83.344,34918
2011-10-06T21:00:00.000000000Z,83.340,83.906,82.623,82.764,82.764,26253
2011-10-07T21:00:00.000000000Z,82.764,82.764,82.764,82.764,82.764,12
2011-10-08T21:00:00.000000000Z,82.764,82.853,82.601,82.817,82.817,522
2011-10-09T21:00:00.000000000Z,82.811,85.144,82.778,84.848,84.848,23526
2011-10-10T21:00:00.000000000Z,84.842,84.950,83.990,84.352,84.352,21257
2011-10-11T21:00:00.000000000Z,84.342,86.793,84.176,86.316,86.316,23463
2011-10-12T21:00:00.000000000Z,86.310,86.355,84.972,85.620,85.620,23244
2011-10-13T21:00:00.000000000Z,85.611,86.753,85.399,86.590,86.590,19777
2011-10-14T21:00:00.000000000Z,86.590,86.590,86.590,86.590,86.590,13
2011-10-15T21:00:00.000000000Z,86.590,86.663,86.170,86.393,86.393,892
2011-10-16T21:00:00.000000000Z,86.400,87.178,85.312,85.432,85.432,24999
2011-10-17T21:00:00.000000000Z,85.436,85.878,84.852,85.487,85.487,23172
2011-10-18T21:00:00.000000000Z,85.480,85.701,84.888,85.080,85.080,19600
2011-10-19T21:00:00.000000000Z,85.090,86.218,84.469,85.932,85.932,29687
2011-10-20T21:00:00.000000000Z,85.940,86.732,85.489,86.391,86.391,27229
2011-10-21T21:00:00.000000000Z,86.391,86.391,86.391,86.391,86.391,12
2011-10-22T21:00:00.000000000Z,86.391,86.391,86.109,86.142,86.142,777
2011-10-23T21:00:00.000000000Z,86.149,86.680,85.704,86.396,86.396,18823
2011-10-24T21:00:00.000000000Z,86.401,86.812,85.896,86.681,86.681,27867
2011-10-25T21:00:00.000000000Z,86.676,86.906,85.702,86.461,86.461,26282
2011-10-26T21:00:00.000000000Z,86.467,88.542,86.347,88.310,88.310,31167
2011-10-27T21:00:00.000000000Z,88.320,88.386,87.554,87.819,87.819,17290
2011-10-28T21:00:00.000000000Z,87.819,87.819,87.819,87.819,87.819,1
2011-10-29T21:00:00.000000000Z,87.778,87.778,87.091,87.664,87.664,1497
2011-10-30T21:00:00.000000000Z,87.670,91.402,87.670,89.139,89.139,55750
2011-10-31T21:00:00.000000000Z,89.134,89.902,87.359,88.349,88.349,33029
2011-11-01T21:00:00.000000000Z,88.358,88.709,88.008,88.283,88.283,23874
2011-11-02T21:00:00.000000000Z,88.277,89.057,87.727,88.926,88.926,21546
2011-11-03T21:00:00.000000000Z,88.920,88.998,87.792,88.429,88.429,24634
2011-11-05T21:00:00.000000000Z,88.429,88.429,87.725,88.120,88.120,1455
2011-11-06T22:00:00.000000000Z,88.109,88.109,86.438,86.661,86.661,23402
2011-11-07T22:00:00.000000000Z,86.668,87.199,86.072,86.848,86.848,23074
2011-11-08T22:00:00.000000000Z,86.853,86.989,85.429,85.556,85.556,19149
2011-11-09T22:00:00.000000000Z,85.551,86.083,84.968,85.686,85.686,24314
2011-11-10T22:00:00.000000000Z,85.665,86.150,85.218,85.742,85.742,18251
2011-11-11T22:00:00.000000000Z,85.742,85.742,85.742,85.742,85.742,2
2011-11-12T22:00:00.000000000Z,85.679,86.005,85.650,85.994,85.994,1077
2011-11-13T22:00:00.000000000Z,85.988,86.036,84.760,84.850,84.850,18751
2011-11-14T22:00:00.000000000Z,84.856,85.240,83.764,84.188,84.188,20841
2011-11-15T22:00:00.000000000Z,84.202,84.276,83.460,83.798,83.798,19656
2011-11-16T22:00:00.000000000Z,83.784,84.070,83.340,83.492,83.492,20893
2011-11-17T22:00:00.000000000Z,83.496,84.318,83.456,83.885,83.885,19563
2011-11-19T22:00:00.000000000Z,83.823,83.858,83.636,83.787,83.787,842
2011-11-20T22:00:00.000000000Z,83.795,84.210,83.440,83.811,83.811,18445
2011-11-21T22:00:00.000000000Z,83.803,84.408,83.791,84.202,84.202,18932
2011-11-22T22:00:00.000000000Z,84.198,84.350,83.924,84.034,84.034,13548
2011-11-23T22:00:00.000000000Z,84.026,84.163,83.700,83.865,83.865,15088
2011-11-24T22:00:00.000000000Z,83.871,84.136,83.200,83.613,83.613,22212
2011-11-25T22:00:00.000000000Z,83.613,83.613,83.613,83.613,83.613,2
2011-11-26T22:00:00.000000000Z,83.548,83.675,83.189,83.611,83.611,1113
2011-11-27T22:00:00.000000000Z,83.605,84.898,83.417,84.550,84.550,17789
2011-11-28T22:00:00.000000000Z,84.556,84.966,84.200,84.627,84.627,17858
2011-11-29T22:00:00.000000000Z,84.633,85.562,84.288,84.998,84.998,24729
2011-11-30T22:00:00.000000000Z,84.992,85.640,84.485,84.853,84.853,19303
2011-12-01T22:00:00.000000000Z,84.862,85.616,84.326,84.649,84.649,15955
2011-12-02T22:00:00.000000000Z,84.649,84.649,84.649,84.649,84.649,2
2011-12-03T22:00:00.000000000Z,84.649,84.849,84.485,84.747,84.747,974
2011-12-04T22:00:00.000000000Z,84.738,84.940,84.344,84.520,84.520,13822
2011-12-05T22:00:00.000000000Z,84.524,84.568,83.650,83.941,83.941,14568
2011-12-06T22:00:00.000000000Z,83.946,84.163,83.684,84.104,84.104,13320
2011-12-07T22:00:00.000000000Z,84.098,84.199,83.389,83.834,83.834,15931
2011-12-08T22:00:00.000000000Z,83.844,84.644,83.633,84.080,84.080,17866
2011-12-10T22:00:00.000000000Z,84.092,84.092,83.837,83.953,83.953,476
2011-12-11T22:00:00.000000000Z,83.960,83.960,82.967,83.148,83.148,14384
2011-12-12T22:00:00.000000000Z,83.160,83.280,82.270,82.479,82.479,18118
2011-12-13T22:00:00.000000000Z,82.474,82.649,81.822,81.882,81.882,18836
2011-12-14T22:00:00.000000000Z,81.886,82.972,81.770,82.824,82.824,15577
2011-12-15T22:00:00.000000000Z,82.830,83.184,82.764,83.073,83.073,12270
2011-12-17T22:00:00.000000000Z,83.057,83.069,82.883,83.060,83.060,243
2011-12-18T22:00:00.000000000Z,83.054,83.351,82.968,83.260,83.260,11293
2011-12-19T22:00:00.000000000Z,83.264,83.974,83.092,83.598,83.598,13528
2011-12-20T22:00:00.000000000Z,83.604,84.050,83.030,83.432,83.432,15138
2011-12-21T22:00:00.000000000Z,83.438,83.832,83.186,83.506,83.506,13822
2011-12-22T22:00:00.000000000Z,83.510,83.638,83.196,83.381,83.381,7009
2011-12-25T22:00:00.000000000Z,83.350,83.462,83.177,83.308,83.308,3949
